1  1  0.09671351469468301003-0.034598214748242181852*I
1  2  0.08800753345443109815-0.023877147527658414187*I
1  3  0.08014707999476551103-0.016149472927816133793*I
1  4  0.072618025055344438864-0.010232721886831888857*I
1  5  0.065318489728186596346-0.005738234741641267322*I
1  6  0.058206671955749296547-0.0024301457478997544684*I
1  7  0.05126135446482725771-1.3375768731437204272*10^(-4)*I
1  8  0.044470700290999650453+0.0012941417253308246547*I
1  9  0.037827870785517320696+0.0019782480579800642658*I
1  10  0.03132896411878802568+0.0020315017982143613598*I
1  11  0.024971914697284519255+0.0015590816306861717007*I
1  12  0.018755844279729182618+6.6101014516772746653*10^(-4)*I
1  13  0.01268064294475751077-5.6598642833603663177*10^(-4)*I
1  14  0.0067466703149074751374-0.0020270274271647193306*I
1  15  9.5451505911340215874*10^(-4)-0.0036278344900131150553*I
1  16  -0.004695229761839641654-0.005273553193297707113*I
1  17  -0.010202214012621024774-0.0068675120326211849517*I
1  18  -0.015566648699728441481-0.008309769305570311859*I
1  19  -0.020789773604988396318-0.009495225340995242038*I
1  20  -0.025874627393402346812-0.010310902355757249943*I
1  21  -0.030827464989930951824-0.010631565896029919374*I
1  22  -0.035660730988868350514-0.010311678862287240266*I
1  23  -0.040400561112224376142-0.009167662043287937863*I
1  24  -0.045112774103548160944-0.006924970790129566114*I
1  25  -0.050127623026025941203-0.0028609625330951552816*I
2  1  0.37341078795177379355-0.32155701335440673415*I
2  2  0.34014821852547417894-0.27393223360362195344*I
2  3  0.31016782453045510217-0.23477753180564901785*I
2  4  0.28191800522395578867-0.20072093796259046447*I
2  5  0.25508097286951434204-0.17074968343209396786*I
2  6  0.2295187158373415478-0.14429507080948616008*I
2  7  0.20515504975815600228-0.12096259697981996224*I
2  8  0.18194219384860807567-0.10044583008825658912*I
2  9  0.15984770879058024511-0.082489444563749078125*I
2  10  0.13884835910416362297-0.06687035761279253086*I
2  11  0.118926848746184400324-0.053386886903072617576*I
2  12  0.100069916652432700436-0.041851922640382080398*I
2  13  0.08226713720116989133-0.03208828141884720995*I
2  14  0.06551010784572522633-0.023925307216539974432*I
2  15  0.04979185288896535602-0.017196194080977084776*I
